group_size	step	prompt_id	reward	length
4	2	38	0.0	276.0
4	2	39	1.0	325.0
4	2	39	1.0	297.0
4	2	39	1.0	289.0
4	2	39	1.0	314.0
4	2	40	1.0	401.0
4	2	40	1.0	357.0
4	2	40	1.0	338.0
4	2	40	1.0	363.0
4	2	41	0.0	512.0
4	2	41	0.0	512.0
4	2	41	0.0	512.0
4	2	41	0.0	499.0
4	2	42	1.0	490.0
4	2	42	1.0	443.0
4	2	42	1.0	457.0
4	2	42	1.0	385.0
4	2	43	1.0	277.0
4	2	43	1.0	219.0
4	2	43	1.0	264.0
4	2	43	1.0	320.0
4	2	44	1.0	393.0
4	2	44	1.0	399.0
4	2	44	1.0	486.0
4	2	44	1.0	372.0
4	2	45	1.0	325.0
4	2	45	1.0	247.0
4	2	45	1.0	231.0
4	2	45	1.0	321.0
4	2	46	1.0	392.0
4	2	46	1.0	448.0
4	2	46	1.0	267.0
4	2	46	1.0	266.0
4	2	47	1.0	243.0
4	2	47	1.0	223.0
4	2	47	1.0	209.0
4	2	47	1.0	228.0
4	3	48	1.0	497.0
4	3	48	0.0	512.0
4	3	48	1.0	506.0
4	3	48	1.0	393.0
4	3	49	1.0	355.0
4	3	49	1.0	372.0
4	3	49	1.0	371.0
4	3	49	1.0	344.0
4	3	50	1.0	400.0
4	3	50	1.0	404.0
4	3	50	1.0	398.0
4	3	50	1.0	404.0
4	3	51	1.0	428.0
4	3	51	1.0	464.0
4	3	51	0.0	512.0
4	3	51	0.0	512.0
4	3	52	0.0	512.0
4	3	52	0.0	512.0
4	3	52	0.0	512.0
4	3	52	0.0	512.0
4	3	53	1.0	458.0
4	3	53	1.0	353.0
4	3	53	1.0	426.0
4	3	53	1.0	348.0
4	3	54	1.0	489.0
4	3	54	1.0	394.0
4	3	54	1.0	506.0
4	3	54	1.0	465.0
4	3	55	1.0	414.0
4	3	55	1.0	358.0
4	3	55	1.0	350.0
4	3	55	1.0	306.0
4	3	56	0.0	512.0
4	3	56	0.0	512.0
4	3	56	0.0	512.0
4	3	56	0.0	512.0
4	3	57	1.0	407.0
4	3	57	1.0	389.0
4	3	57	1.0	361.0
4	3	57	1.0	396.0
4	3	58	1.0	203.0
4	3	58	1.0	234.0
4	3	58	1.0	225.0
4	3	58	1.0	271.0
4	3	59	1.0	343.0
4	3	59	1.0	324.0
4	3	59	1.0	284.0
4	3	59	1.0	399.0
4	3	60	1.0	319.0
4	3	60	1.0	251.0
4	3	60	1.0	302.0
4	3	60	1.0	283.0
4	3	61	0.0	512.0
4	3	61	1.0	512.0
4	3	61	0.0	512.0
4	3	61	0.0	512.0
4	3	62	1.0	447.0
4	3	62	0.0	512.0
4	3	62	0.0	512.0
4	3	62	1.0	471.0
4	3	63	1.0	352.0
4	3	63	1.0	307.0
4	3	63	1.0	303.0
4	3	63	1.0	331.0
4	4	64	1.0	506.0
4	4	64	1.0	512.0
4	4	64	1.0	478.0
4	4	64	1.0	449.0
4	4	65	1.0	477.0
4	4	65	1.0	465.0
4	4	65	1.0	491.0
4	4	65	1.0	386.0
4	4	66	0.0	512.0
4	4	66	0.0	512.0
4	4	66	0.0	512.0
4	4	66	0.0	512.0
4	4	67	0.0	512.0
4	4	67	0.0	512.0
4	4	67	0.0	512.0
4	4	67	0.0	512.0
4	4	68	1.0	353.0
4	4	68	1.0	350.0
4	4	68	1.0	268.0
4	4	68	1.0	346.0
4	4	69	1.0	467.0
4	4	69	1.0	397.0
4	4	69	1.0	416.0
4	4	69	1.0	480.0
4	4	70	1.0	437.0
4	4	70	1.0	407.0
4	4	70	1.0	410.0
4	4	70	1.0	352.0
4	4	71	1.0	446.0
4	4	71	1.0	239.0
4	4	71	1.0	273.0
4	4	71	1.0	277.0
4	4	72	1.0	244.0
4	4	72	1.0	240.0
4	4	72	1.0	237.0
4	4	72	1.0	242.0
4	4	73	1.0	217.0
4	4	73	1.0	218.0
4	4	73	1.0	212.0
4	4	73	1.0	210.0
4	4	74	1.0	248.0
4	4	74	1.0	181.0
4	4	74	1.0	270.0
4	4	74	1.0	316.0
4	4	75	1.0	328.0
4	4	75	1.0	326.0
4	4	75	1.0	343.0
4	4	75	1.0	290.0
4	4	76	1.0	294.0
4	4	76	1.0	348.0
4	4	76	1.0	362.0
4	4	76	1.0	381.0
4	4	77	0.0	512.0
4	4	77	1.0	512.0
4	4	77	1.0	452.0
4	4	77	1.0	480.0
4	4	78	1.0	327.0
4	4	78	1.0	281.0
4	4	78	1.0	290.0
4	4	78	1.0	264.0
4	4	79	0.0	512.0
4	4	79	0.0	512.0
4	4	79	1.0	355.0
4	4	79	0.0	512.0
4	5	80	1.0	324.0
4	5	80	1.0	268.0
4	5	80	1.0	258.0
4	5	80	1.0	310.0
4	5	81	0.0	471.0
4	5	81	0.0	496.0
4	5	81	0.0	436.0
4	5	81	1.0	512.0
4	5	82	1.0	512.0
4	5	82	0.0	427.0
4	5	82	0.0	468.0
4	5	82	0.0	438.0
4	5	83	1.0	392.0
4	5	83	1.0	408.0
4	5	83	1.0	506.0
4	5	83	1.0	443.0
4	5	84	1.0	226.0
4	5	84	1.0	200.0
4	5	84	1.0	230.0
4	5	84	1.0	192.0
4	5	85	1.0	202.0
4	5	85	1.0	222.0
4	5	85	1.0	179.0
4	5	85	1.0	201.0
4	5	86	0.0	512.0
4	5	86	0.0	512.0
4	5	86	1.0	512.0
4	5	86	0.0	512.0
4	5	87	0.0	512.0
4	5	87	1.0	512.0
4	5	87	1.0	512.0
4	5	87	0.0	512.0
4	5	88	1.0	503.0
4	5	88	1.0	426.0
4	5	88	1.0	426.0
4	5	88	1.0	432.0
4	5	89	1.0	226.0
4	5	89	1.0	297.0
4	5	89	1.0	255.0
4	5	89	1.0	313.0
4	5	90	1.0	441.0
4	5	90	1.0	486.0
4	5	90	0.0	441.0
4	5	90	0.0	512.0
4	5	91	0.0	512.0
4	5	91	0.0	355.0
4	5	91	0.0	512.0
4	5	91	0.0	404.0
4	5	92	1.0	332.0
4	5	92	1.0	379.0
4	5	92	1.0	512.0
4	5	92	1.0	376.0
4	5	93	1.0	367.0
4	5	93	1.0	389.0
4	5	93	1.0	417.0
4	5	93	1.0	423.0
4	5	94	1.0	442.0
4	5	94	1.0	468.0
4	5	94	1.0	421.0
4	5	94	1.0	339.0
4	5	95	0.0	512.0
4	5	95	0.0	512.0
4	5	95	0.0	512.0
4	5	95	0.0	512.0
4	6	96	1.0	465.0
4	6	96	1.0	489.0
4	6	96	1.0	448.0
4	6	96	1.0	394.0
4	6	97	0.0	512.0
4	6	97	1.0	484.0
4	6	97	1.0	430.0
4	6	97	1.0	509.0
4	6	98	1.0	313.0
4	6	98	1.0	344.0
4	6	98	1.0	264.0
4	6	98	1.0	265.0
4	6	99	0.0	512.0
4	6	99	1.0	509.0
4	6	99	0.0	512.0
4	6	99	0.0	512.0
4	6	100	1.0	447.0
4	6	100	1.0	502.0
4	6	100	1.0	413.0
4	6	100	0.0	345.0
4	6	101	1.0	333.0
4	6	101	1.0	340.0
4	6	101	1.0	258.0
4	6	101	1.0	279.0
4	6	102	1.0	343.0
4	6	102	1.0	371.0
4	6	102	1.0	488.0
4	6	102	1.0	385.0
4	6	103	0.0	512.0
4	6	103	0.0	512.0
4	6	103	1.0	340.0
4	6	103	0.0	512.0
4	6	104	1.0	466.0
4	6	104	1.0	352.0
4	6	104	1.0	406.0
4	6	104	1.0	349.0
4	6	105	1.0	240.0
4	6	105	1.0	249.0
4	6	105	1.0	329.0
4	6	105	1.0	288.0
4	6	106	1.0	390.0
4	6	106	1.0	318.0
4	6	106	0.0	243.0
4	6	106	1.0	356.0
4	6	107	1.0	408.0
4	6	107	1.0	395.0
4	6	107	1.0	452.0
4	6	107	1.0	461.0
4	6	108	1.0	322.0
4	6	108	1.0	338.0
4	6	108	1.0	304.0
4	6	108	1.0	378.0
4	6	109	0.0	512.0
4	6	109	0.0	512.0
4	6	109	0.0	512.0
4	6	109	0.0	512.0
4	6	110	0.0	512.0
4	6	110	0.0	512.0
4	6	110	0.0	512.0
4	6	110	0.0	512.0
4	6	111	1.0	236.0
4	6	111	1.0	316.0
4	6	111	1.0	300.0
4	6	111	1.0	332.0
4	7	112	1.0	401.0
4	7	112	1.0	386.0
4	7	112	1.0	389.0
4	7	112	1.0	373.0
4	7	113	1.0	293.0
4	7	113	1.0	314.0
4	7	113	1.0	316.0
4	7	113	1.0	285.0
4	7	114	0.0	512.0
4	7	114	0.0	512.0
4	7	114	0.0	512.0
4	7	114	0.0	512.0
4	7	115	1.0	368.0
4	7	115	1.0	371.0
4	7	115	1.0	370.0
4	7	115	1.0	406.0
4	7	116	0.0	512.0
4	7	116	0.0	512.0
4	7	116	0.0	512.0
4	7	116	0.0	512.0
4	7	117	1.0	460.0
4	7	117	1.0	428.0
4	7	117	1.0	459.0
4	7	117	1.0	475.0
4	7	118	1.0	303.0
4	7	118	1.0	244.0
4	7	118	1.0	258.0
4	7	118	1.0	286.0
4	7	119	1.0	277.0
4	7	119	1.0	220.0
4	7	119	1.0	240.0
4	7	119	1.0	224.0
4	7	120	1.0	512.0
4	7	120	0.0	512.0
4	7	120	0.0	512.0
4	7	120	1.0	406.0
4	7	121	1.0	327.0
4	7	121	1.0	340.0
4	7	121	1.0	347.0
4	7	121	1.0	273.0
4	7	122	1.0	264.0
4	7	122	1.0	288.0
4	7	122	1.0	279.0
4	7	122	1.0	239.0
4	7	123	1.0	364.0
4	7	123	1.0	289.0
4	7	123	1.0	349.0
4	7	123	1.0	327.0
4	7	124	1.0	511.0
4	7	124	1.0	512.0
4	7	124	0.0	512.0
4	7	124	0.0	512.0
4	7	125	0.0	512.0
4	7	125	0.0	512.0
4	7	125	1.0	365.0
4	7	125	0.0	425.0
4	7	126	1.0	341.0
4	7	126	1.0	341.0
4	7	126	1.0	356.0
4	7	126	1.0	359.0
4	7	127	0.0	512.0
4	7	127	0.0	512.0
4	7	127	0.0	512.0
4	7	127	0.0	512.0
4	8	0	1.0	252.0
4	8	0	1.0	258.0
4	8	0	1.0	264.0
4	8	0	1.0	264.0
4	8	1	1.0	357.0
4	8	1	1.0	444.0
4	8	1	0.0	512.0
4	8	1	1.0	388.0
4	8	2	1.0	381.0
4	8	2	1.0	416.0
4	8	2	1.0	360.0
4	8	2	1.0	403.0
4	8	3	1.0	270.0
4	8	3	1.0	299.0
4	8	3	1.0	255.0
4	8	3	1.0	247.0
4	8	4	1.0	452.0
4	8	4	1.0	363.0
4	8	4	1.0	387.0
4	8	4	1.0	400.0
4	8	5	1.0	226.0
4	8	5	1.0	239.0
4	8	5	1.0	241.0
4	8	5	1.0	225.0
4	8	6	1.0	311.0
4	8	6	1.0	275.0
4	8	6	1.0	329.0
4	8	6	1.0	326.0
4	8	7	1.0	381.0
4	8	7	1.0	457.0
4	8	7	1.0	363.0
4	8	7	1.0	412.0
4	8	8	1.0	191.0
4	8	8	1.0	176.0
4	8	8	1.0	166.0
4	8	8	1.0	185.0
4	8	9	1.0	474.0
4	8	9	0.0	512.0
4	8	9	0.0	512.0
4	8	9	0.0	512.0
4	8	10	1.0	354.0
4	8	10	1.0	376.0
4	8	10	1.0	407.0
4	8	10	1.0	512.0
4	8	11	0.0	512.0
4	8	11	0.0	512.0
4	8	11	0.0	512.0
4	8	11	1.0	501.0
4	8	12	1.0	418.0
4	8	12	1.0	398.0
4	8	12	1.0	392.0
4	8	12	1.0	416.0
4	8	13	1.0	267.0
4	8	13	1.0	247.0
4	8	13	1.0	222.0
4	8	13	1.0	222.0
4	8	14	0.0	512.0
4	8	14	0.0	512.0
4	8	14	0.0	512.0
4	8	14	0.0	512.0
4	8	15	1.0	315.0
4	8	15	1.0	323.0
4	8	15	1.0	288.0
4	8	15	1.0	315.0
4	9	16	1.0	431.0
4	9	16	1.0	467.0
4	9	16	1.0	512.0
4	9	16	1.0	365.0
4	9	17	0.0	512.0
4	9	17	0.0	512.0
4	9	17	1.0	512.0
4	9	17	0.0	512.0
4	9	18	0.0	512.0
4	9	18	0.0	512.0
4	9	18	0.0	512.0
4	9	18	0.0	512.0
4	9	19	1.0	314.0
4	9	19	1.0	232.0
4	9	19	1.0	233.0
4	9	19	1.0	239.0
4	9	20	1.0	281.0
4	9	20	1.0	276.0
4	9	20	1.0	261.0
4	9	20	1.0	256.0
4	9	21	1.0	262.0
4	9	21	1.0	214.0
4	9	21	1.0	293.0
4	9	21	1.0	242.0
4	9	22	1.0	304.0
4	9	22	1.0	324.0
4	9	22	1.0	304.0
4	9	22	1.0	299.0
4	9	23	1.0	290.0
4	9	23	1.0	244.0
4	9	23	1.0	512.0
4	9	23	1.0	509.0
4	9	24	1.0	230.0
4	9	24	1.0	231.0
4	9	24	1.0	312.0
4	9	24	1.0	233.0
4	9	25	1.0	433.0
4	9	25	0.0	512.0
4	9	25	1.0	512.0
4	9	25	1.0	451.0
4	9	26	1.0	389.0
4	9	26	1.0	263.0
4	9	26	1.0	272.0
4	9	26	1.0	460.0
4	9	27	1.0	245.0
4	9	27	1.0	265.0
4	9	27	1.0	233.0
4	9	27	1.0	284.0
4	9	28	1.0	201.0
4	9	28	1.0	210.0
4	9	28	1.0	214.0
4	9	28	1.0	205.0
4	9	29	1.0	313.0
4	9	29	1.0	382.0
4	9	29	1.0	512.0
4	9	29	1.0	350.0
4	9	30	1.0	212.0
4	9	30	1.0	278.0
4	9	30	1.0	288.0
4	9	30	1.0	287.0
4	9	31	0.0	512.0
4	9	31	1.0	512.0
4	9	31	0.0	512.0
4	9	31	0.0	512.0
4	10	32	1.0	423.0
4	10	32	1.0	470.0
4	10	32	1.0	429.0
4	10	32	1.0	450.0
4	10	33	1.0	328.0
4	10	33	1.0	329.0
4	10	33	1.0	386.0
4	10	33	1.0	350.0
4	10	34	1.0	430.0
4	10	34	1.0	470.0
4	10	34	1.0	448.0
4	10	34	0.0	512.0
4	10	35	1.0	352.0
4	10	35	1.0	397.0
4	10	35	1.0	368.0
4	10	35	1.0	369.0
4	10	36	0.0	512.0
4	10	36	1.0	511.0
4	10	36	0.0	512.0
4	10	36	1.0	482.0
4	10	37	1.0	409.0
4	10	37	1.0	438.0
4	10	37	1.0	450.0
4	10	37	1.0	481.0
4	10	38	0.0	289.0
4	10	38	0.0	242.0
4	10	38	1.0	348.0
4	10	38	0.0	284.0
4	10	39	1.0	332.0
4	10	39	1.0	312.0
4	10	39	1.0	352.0
4	10	39	1.0	293.0
4	10	40	1.0	363.0
4	10	40	1.0	368.0
4	10	40	1.0	447.0
4	10	40	1.0	368.0
4	10	41	0.0	512.0
4	10	41	1.0	512.0
4	10	41	0.0	478.0
4	10	41	0.0	512.0
4	10	42	1.0	430.0
4	10	42	1.0	381.0
4	10	42	1.0	500.0
4	10	42	1.0	461.0
4	10	43	1.0	185.0
4	10	43	1.0	251.0
4	10	43	1.0	278.0
4	10	43	1.0	287.0
4	10	44	1.0	408.0
4	10	44	1.0	347.0
4	10	44	1.0	441.0
4	10	44	1.0	381.0
4	10	45	1.0	317.0
4	10	45	1.0	256.0
4	10	45	1.0	303.0
4	10	45	1.0	241.0
4	10	46	1.0	310.0
4	10	46	1.0	301.0
4	10	46	0.0	512.0
4	10	46	1.0	295.0
4	10	47	1.0	220.0
4	10	47	1.0	198.0
4	10	47	1.0	251.0
4	10	47	1.0	179.0
4	11	48	1.0	354.0
4	11	48	0.0	512.0
4	11	48	0.0	512.0
4	11	48	1.0	266.0
4	11	49	1.0	273.0
4	11	49	1.0	343.0
4	11	49	1.0	338.0
4	11	49	1.0	379.0
4	11	50	1.0	465.0
4	11	50	1.0	413.0
4	11	50	1.0	386.0
4	11	50	1.0	502.0
4	11	51	1.0	425.0
4	11	51	1.0	370.0
4	11	51	1.0	385.0
4	11	51	0.0	512.0
4	11	52	0.0	512.0
4	11	52	0.0	512.0
4	11	52	0.0	512.0
4	11	52	0.0	512.0
4	11	53	1.0	416.0
4	11	53	1.0	377.0
4	11	53	1.0	437.0
4	11	53	1.0	404.0
4	11	54	0.0	512.0
4	11	54	0.0	512.0
4	11	54	0.0	512.0
4	11	54	1.0	386.0
4	11	55	1.0	415.0
4	11	55	1.0	413.0
4	11	55	1.0	424.0
4	11	55	1.0	339.0
4	11	56	0.0	512.0
4	11	56	0.0	512.0
4	11	56	0.0	512.0
4	11	56	0.0	512.0
4	11	57	1.0	391.0
4	11	57	0.0	350.0
4	11	57	1.0	327.0
4	11	57	1.0	348.0
4	11	58	1.0	249.0
4	11	58	1.0	240.0
4	11	58	1.0	235.0
4	11	58	1.0	252.0
4	11	59	1.0	459.0
4	11	59	1.0	309.0
4	11	59	1.0	465.0
4	11	59	1.0	352.0
4	11	60	1.0	288.0
4	11	60	1.0	291.0
4	11	60	1.0	274.0
4	11	60	1.0	294.0
4	11	61	0.0	512.0
4	11	61	0.0	512.0
4	11	61	1.0	503.0
4	11	61	1.0	507.0
4	11	62	0.0	512.0
4	11	62	0.0	512.0
4	11	62	0.0	512.0
4	11	62	1.0	499.0
4	11	63	1.0	328.0
4	11	63	1.0	295.0
4	11	63	1.0	336.0
4	11	63	1.0	331.0
4	12	64	0.0	512.0
4	12	64	0.0	512.0
4	12	64	1.0	504.0
4	12	64	0.0	512.0
4	12	65	1.0	470.0
4	12	65	0.0	512.0
4	12	65	1.0	459.0
4	12	65	1.0	383.0
4	12	66	0.0	512.0
4	12	66	0.0	512.0
4	12	66	0.0	512.0
4	12	66	0.0	512.0
4	12	67	0.0	512.0
4	12	67	0.0	512.0
4	12	67	0.0	512.0
4	12	67	0.0	512.0
4	12	68	1.0	385.0
4	12	68	1.0	391.0
4	12	68	1.0	367.0
4	12	68	1.0	286.0
4	12	69	1.0	417.0
4	12	69	1.0	405.0
4	12	69	1.0	512.0
4	12	69	1.0	424.0
4	12	70	1.0	407.0
4	12	70	1.0	426.0
4	12	70	1.0	498.0
4	12	70	1.0	445.0
4	12	71	1.0	276.0
4	12	71	1.0	382.0
4	12	71	1.0	386.0
4	12	71	1.0	312.0
4	12	72	1.0	289.0
4	12	72	1.0	237.0
4	12	72	1.0	306.0
4	12	72	1.0	242.0
4	12	73	1.0	213.0
4	12	73	1.0	223.0
4	12	73	1.0	206.0
4	12	73	1.0	209.0
4	12	74	1.0	181.0
4	12	74	1.0	257.0
4	12	74	1.0	250.0
4	12	74	1.0	292.0
4	12	75	1.0	329.0
4	12	75	1.0	349.0
4	12	75	1.0	382.0
4	12	75	1.0	349.0
4	12	76	1.0	358.0
4	12	76	1.0	363.0
4	12	76	1.0	362.0
4	12	76	1.0	373.0
4	12	77	0.0	492.0
4	12	77	1.0	465.0
4	12	77	0.0	512.0
4	12	77	1.0	459.0
4	12	78	1.0	255.0
4	12	78	1.0	285.0
4	12	78	1.0	275.0
4	12	78	1.0	290.0
4	12	79	0.0	512.0
4	12	79	1.0	425.0
4	12	79	1.0	413.0
4	12	79	1.0	386.0
4	13	80	1.0	380.0
4	13	80	1.0	353.0
4	13	80	1.0	372.0
4	13	80	1.0	370.0
4	13	81	0.0	484.0
4	13	81	0.0	439.0
4	13	81	0.0	475.0
4	13	81	0.0	512.0
4	13	82	0.0	512.0
4	13	82	0.0	512.0
4	13	82	1.0	401.0
4	13	82	1.0	455.0
4	13	83	1.0	400.0
4	13	83	1.0	383.0
4	13	83	1.0	418.0
4	13	83	1.0	437.0
4	13	84	1.0	205.0
4	13	84	1.0	249.0
4	13	84	1.0	260.0
4	13	84	1.0	202.0
4	13	85	1.0	212.0
4	13	85	1.0	233.0
4	13	85	1.0	228.0
4	13	85	1.0	212.0
4	13	86	0.0	512.0
4	13	86	0.0	512.0
4	13	86	0.0	512.0
4	13	86	0.0	512.0
4	13	87	0.0	512.0
4	13	87	0.0	512.0
4	13	87	0.0	512.0
4	13	87	0.0	512.0
4	13	88	1.0	434.0
4	13	88	1.0	452.0
4	13	88	1.0	434.0
4	13	88	1.0	415.0
4	13	89	1.0	197.0
4	13	89	1.0	299.0
4	13	89	1.0	199.0
4	13	89	1.0	260.0
4	13	90	0.0	512.0
4	13	90	0.0	512.0
4	13	90	0.0	512.0
4	13	90	1.0	512.0
4	13	91	0.0	411.0
4	13	91	0.0	512.0
4	13	91	1.0	512.0
4	13	91	0.0	512.0
4	13	92	1.0	376.0
4	13	92	1.0	446.0
4	13	92	1.0	302.0
4	13	92	1.0	394.0
4	13	93	1.0	432.0
4	13	93	1.0	389.0
4	13	93	1.0	362.0
4	13	93	1.0	372.0
4	13	94	1.0	343.0
4	13	94	1.0	437.0
4	13	94	1.0	309.0
4	13	94	1.0	322.0
4	13	95	0.0	512.0
4	13	95	0.0	512.0
4	13	95	1.0	512.0
4	13	95	0.0	512.0
4	14	96	1.0	407.0
4	14	96	1.0	491.0
4	14	96	1.0	351.0
4	14	96	1.0	388.0
4	14	97	1.0	482.0
4	14	97	1.0	512.0
4	14	97	0.0	512.0
4	14	97	1.0	440.0
4	14	98	1.0	306.0
4	14	98	1.0	444.0
4	14	98	1.0	334.0
4	14	98	1.0	304.0
4	14	99	0.0	512.0
4	14	99	0.0	512.0
4	14	99	0.0	512.0
4	14	99	0.0	512.0
4	14	100	1.0	494.0
4	14	100	1.0	480.0
4	14	100	1.0	466.0
4	14	100	1.0	409.0
4	14	101	1.0	270.0
4	14	101	1.0	319.0
4	14	101	1.0	357.0
4	14	101	1.0	266.0
4	14	102	1.0	375.0
4	14	102	1.0	390.0
4	14	102	1.0	386.0
4	14	102	1.0	367.0
4	14	103	1.0	298.0
4	14	103	1.0	287.0
4	14	103	1.0	317.0
4	14	103	1.0	320.0
4	14	104	1.0	407.0
4	14	104	1.0	353.0
4	14	104	1.0	384.0
4	14	104	1.0	400.0
4	14	105	1.0	260.0
4	14	105	1.0	300.0
4	14	105	1.0	243.0
4	14	105	1.0	237.0
4	14	106	1.0	299.0
4	14	106	1.0	457.0
4	14	106	1.0	350.0
4	14	106	1.0	507.0
4	14	107	1.0	447.0
4	14	107	1.0	440.0
4	14	107	1.0	397.0
4	14	107	1.0	433.0
4	14	108	1.0	309.0
4	14	108	1.0	342.0
4	14	108	1.0	290.0
4	14	108	1.0	308.0
4	14	109	0.0	512.0
4	14	109	0.0	512.0
4	14	109	0.0	512.0
4	14	109	0.0	512.0
4	14	110	0.0	512.0
4	14	110	1.0	508.0
4	14	110	0.0	512.0
4	14	110	1.0	479.0
4	14	111	1.0	306.0
4	14	111	1.0	318.0
4	14	111	1.0	294.0
4	14	111	1.0	285.0
4	15	112	1.0	369.0
4	15	112	1.0	411.0
4	15	112	1.0	385.0
4	15	112	1.0	368.0
4	15	113	1.0	294.0
4	15	113	1.0	342.0
4	15	113	1.0	321.0
4	15	113	1.0	409.0
4	15	114	0.0	512.0
4	15	114	0.0	512.0
4	15	114	0.0	512.0
4	15	114	1.0	512.0
4	15	115	1.0	344.0
4	15	115	1.0	400.0
4	15	115	1.0	389.0
4	15	115	1.0	379.0
4	15	116	0.0	512.0
4	15	116	0.0	512.0
4	15	116	0.0	512.0
4	15	116	0.0	512.0
4	15	117	1.0	411.0
4	15	117	0.0	512.0
4	15	117	1.0	447.0
4	15	117	0.0	512.0
4	15	118	1.0	257.0
4	15	118	1.0	257.0
4	15	118	1.0	274.0
4	15	118	1.0	307.0
4	15	119	1.0	290.0
4	15	119	0.0	512.0
4	15	119	1.0	238.0
4	15	119	1.0	283.0
4	15	120	0.0	512.0
4	15	120	0.0	490.0
4	15	120	0.0	512.0
4	15	120	1.0	512.0
4	15	121	1.0	311.0
